Istituto;Capienza regolamentare;Detenuti presenti totali;Mese;Tasso di sovraffollamento;Suicidi
"BRESCIA ""VERZIANO""";71;106;01/03/20;149.3;0
"BRESCIA ""VERZIANO""";71;78;01/04/20;109.86;0
"BRESCIA ""VERZIANO""";71;85;01/05/20;119.72;0
"BRESCIA ""VERZIANO""";71;82;01/06/20;115.49;0
"BRESCIA ""VERZIANO""";71;82;01/07/20;115.49;0
"BRESCIA ""VERZIANO""";71;79;01/08/20;111.27;0
"BRESCIA ""VERZIANO""";71;79;01/09/20;111.27;0
"BRESCIA ""VERZIANO""";71;76;01/10/20;107.04;0
"BRESCIA ""VERZIANO""";71;77;01/11/20;108.45;0
"BRESCIA ""VERZIANO""";71;81;01/12/20;114.08;0
"BRESCIA ""VERZIANO""";71;83;01/01/21;116.9;0
"BRESCIA ""VERZIANO""";71;88;01/02/21;123.94;0
"BRESCIA ""VERZIANO""";71;88;01/03/21;123.94;0
"BRESCIA ""VERZIANO""";71;87;01/04/21;122.54;0
"BRESCIA ""VERZIANO""";71;97;01/05/21;136.62;0
"BRESCIA ""VERZIANO""";71;97;01/06/21;136.62;0
"BRESCIA ""VERZIANO""";71;97;01/07/21;136.62;1
"BRESCIA ""VERZIANO""";71;93;01/08/21;130.99;0
"BRESCIA ""VERZIANO""";71;94;01/09/21;132.39;0
"BRESCIA ""VERZIANO""";71;95;01/10/21;133.8;1
"BRESCIA ""VERZIANO""";71;101;01/11/21;142.25;0
"BRESCIA ""VERZIANO""";71;97;01/12/21;136.62;0
"BRESCIA ""VERZIANO""";71;91;01/01/22;128.17;0
"BRESCIA ""VERZIANO""";71;100;01/02/22;140.85;0
"BRESCIA ""VERZIANO""";71;96;01/03/22;135.21;0
"BRESCIA ""VERZIANO""";71;100;01/04/22;140.85;0
"BRESCIA ""VERZIANO""";71;102;01/05/22;143.66;0
"BRESCIA ""VERZIANO""";71;104;01/06/22;146.48;0
"BRESCIA ""VERZIANO""";71;107;01/07/22;150.7;0
"BRESCIA ""VERZIANO""";71;115;01/08/22;161.97;0
"BRESCIA ""VERZIANO""";71;108;01/09/22;152.11;0
"BRESCIA ""VERZIANO""";71;107;01/10/22;150.7;0
"BRESCIA ""VERZIANO""";71;102;01/11/22;143.66;0
"BRESCIA ""VERZIANO""";71;104;01/12/22;146.48;0
"BRESCIA ""VERZIANO""";71;110;01/01/23;154.93;0
"BRESCIA ""VERZIANO""";71;111;01/02/23;156.34;0
"BRESCIA ""VERZIANO""";71;112;01/03/23;157.75;0
"BRESCIA ""VERZIANO""";71;110;01/04/23;154.93;0
"BRESCIA ""VERZIANO""";71;117;01/05/23;164.79;1
"BRESCIA ""VERZIANO""";71;121;01/06/23;170.42;0
"BRESCIA ""VERZIANO""";71;110;01/07/23;154.93;1
"BRESCIA ""VERZIANO""";71;109;01/08/23;153.52;0
"BRESCIA ""VERZIANO""";71;112;01/09/23;157.75;0
"BRESCIA ""VERZIANO""";71;116;01/10/23;163.38;0
"BRESCIA ""VERZIANO""";71;124;01/11/23;174.65;0
"BRESCIA ""VERZIANO""";71;119;01/12/23;167.61;0
"BRESCIA ""VERZIANO""";71;123;01/01/24;173.24;0
"BRESCIA ""VERZIANO""";71;124;01/02/24;174.65;0
"BRESCIA ""VERZIANO""";71;123;01/03/24;173.24;0
"BRESCIA ""VERZIANO""";71;131;01/04/24;184.51;0
"BRESCIA ""VERZIANO""";71;131;01/05/24;184.51;0
"BRESCIA ""VERZIANO""";71;120;01/06/24;169.01;0
"BRESCIA ""VERZIANO""";71;122;01/07/24;171.83;0
"BRESCIA ""VERZIANO""";71;122;01/08/24;171.83;0
"BRESCIA ""VERZIANO""";71;120;01/09/24;169.01;0
"BRESCIA ""VERZIANO""";71;114;01/10/24;160.56;0
"BRESCIA ""VERZIANO""";71;112;01/11/24;157.75;0
"BRESCIA ""VERZIANO""";71;112;01/12/24;157.75;0
"BRESCIA ""VERZIANO""";71;108;01/01/25;152.11;0
"BRESCIA ""VERZIANO""";71;112;01/02/25;157.75;0
"BRESCIA ""VERZIANO""";71;109;01/03/25;153.52;0
BRINDISI;120;206;01/01/19;171.67;0
BRINDISI;120;194;01/02/19;161.67;0
BRINDISI;120;208;01/03/19;173.33;0
BRINDISI;120;188;01/04/19;156.67;0
BRINDISI;120;192;01/05/19;160.0;0
BRINDISI;120;194;01/06/19;161.67;0
BRINDISI;120;205;01/07/19;170.83;0
BRINDISI;120;204;01/08/19;170.0;0
BRINDISI;120;216;01/09/19;180.0;0
BRINDISI;120;207;01/10/19;172.5;0
BRINDISI;120;209;01/11/19;174.17;0
BRINDISI;120;188;01/12/19;156.67;0
BRINDISI;120;199;01/01/20;165.83;0
BRINDISI;120;205;01/02/20;170.83;0
BRINDISI;114;192;01/03/20;168.42;0
BRINDISI;114;169;01/04/20;148.25;0
BRINDISI;114;185;01/05/20;162.28;0
BRINDISI;114;181;01/06/20;158.77;0
BRINDISI;116;194;01/07/20;167.24;0
BRINDISI;116;186;01/08/20;160.34;0
BRINDISI;116;185;01/09/20;159.48;0
BRINDISI;114;197;01/10/20;172.81;0
BRINDISI;114;179;01/11/20;157.02;0
BRINDISI;114;169;01/12/20;148.25;0
BRINDISI;114;176;01/01/21;154.39;0
BRINDISI;114;176;01/02/21;154.39;0
BRINDISI;114;181;01/03/21;158.77;0
BRINDISI;114;185;01/04/21;162.28;0
BRINDISI;114;205;01/05/21;179.82;0
BRINDISI;114;194;01/06/21;170.18;0
BRINDISI;114;195;01/07/21;171.05;0
BRINDISI;114;184;01/08/21;161.4;0
BRINDISI;114;183;01/09/21;160.53;0
BRINDISI;114;190;01/10/21;166.67;0
BRINDISI;114;201;01/11/21;176.32;0
BRINDISI;114;200;01/12/21;175.44;0
BRINDISI;114;202;01/01/22;177.19;0
BRINDISI;114;195;01/02/22;171.05;0
BRINDISI;114;180;01/03/22;157.89;1
BRINDISI;114;189;01/04/22;165.79;0
BRINDISI;114;176;01/05/22;154.39;0
BRINDISI;114;177;01/06/22;155.26;0
BRINDISI;114;176;01/07/22;154.39;0
BRINDISI;114;178;01/08/22;156.14;0
BRINDISI;114;183;01/09/22;160.53;0
BRINDISI;114;192;01/10/22;168.42;0
BRINDISI;120;212;01/11/22;176.67;0
BRINDISI;120;201;01/12/22;167.5;0
BRINDISI;120;197;01/01/23;164.17;0
BRINDISI;120;198;01/02/23;165.0;0
BRINDISI;120;195;01/03/23;162.5;0
BRINDISI;120;190;01/04/23;158.33;0
BRINDISI;120;197;01/05/23;164.17;0
BRINDISI;120;196;01/06/23;163.33;0
BRINDISI;120;204;01/07/23;170.0;0
BRINDISI;119;198;01/08/23;166.39;0
BRINDISI;119;192;01/09/23;161.34;0
BRINDISI;119;207;01/10/23;173.95;0
BRINDISI;119;203;01/11/23;170.59;0
BRINDISI;119;208;01/12/23;174.79;0
BRINDISI;119;216;01/01/24;181.51;0
BRINDISI;119;208;01/02/24;174.79;0
BRINDISI;119;205;01/03/24;172.27;0
BRINDISI;119;211;01/04/24;177.31;0
BRINDISI;152;214;01/05/24;140.79;0
BRINDISI;152;186;01/06/24;122.37;0
BRINDISI;152;194;01/07/24;127.63;0
BRINDISI;152;198;01/08/24;130.26;0
BRINDISI;152;208;01/09/24;136.84;0
BRINDISI;152;194;01/10/24;127.63;0
BRINDISI;152;203;01/11/24;133.55;0
BRINDISI;152;203;01/12/24;133.55;0
BRINDISI;152;204;01/01/25;134.21;0
BRINDISI;152;201;01/02/25;132.24;0
BRINDISI;152;200;01/03/25;131.58;0
"BRISSOGNE ""AOSTA""";181;227;01/01/19;125.41;0
"BRISSOGNE ""AOSTA""";181;234;01/02/19;129.28;0
"BRISSOGNE ""AOSTA""";181;241;01/03/19;133.15;0
"BRISSOGNE ""AOSTA""";181;233;01/04/19;128.73;0
"BRISSOGNE ""AOSTA""";181;224;01/05/19;123.76;0
"BRISSOGNE ""AOSTA""";181;204;01/06/19;112.71;0
"BRISSOGNE ""AOSTA""";181;183;01/07/19;101.1;0
"BRISSOGNE ""AOSTA""";181;178;01/08/19;98.34;0
"BRISSOGNE ""AOSTA""";181;200;01/09/19;110.5;0
"BRISSOGNE ""AOSTA""";181;243;01/10/19;134.25;0
"BRISSOGNE ""AOSTA""";181;232;01/11/19;128.18;0
"BRISSOGNE ""AOSTA""";181;228;01/12/19;125.97;0
"BRISSOGNE ""AOSTA""";181;245;01/01/20;135.36;0
"BRISSOGNE ""AOSTA""";181;239;01/02/20;132.04;0
"BRISSOGNE ""AOSTA""";181;227;01/03/20;125.41;0
"BRISSOGNE ""AOSTA""";177;211;01/04/20;119.21;0
"BRISSOGNE ""AOSTA""";177;198;01/05/20;111.86;0
"BRISSOGNE ""AOSTA""";177;192;01/06/20;108.47;0
"BRISSOGNE ""AOSTA""";177;171;01/07/20;96.61;0
"BRISSOGNE ""AOSTA""";177;178;01/08/20;100.56;0
"BRISSOGNE ""AOSTA""";177;188;01/09/20;106.21;0
"BRISSOGNE ""AOSTA""";177;186;01/10/20;105.08;0
"BRISSOGNE ""AOSTA""";177;169;01/11/20;95.48;0
"BRISSOGNE ""AOSTA""";177;172;01/12/20;97.18;0
"BRISSOGNE ""AOSTA""";177;164;01/01/21;92.66;0
"BRISSOGNE ""AOSTA""";177;172;01/02/21;97.18;0
"BRISSOGNE ""AOSTA""";177;172;01/03/21;97.18;0
"BRISSOGNE ""AOSTA""";177;164;01/04/21;92.66;0
"BRISSOGNE ""AOSTA""";177;157;01/05/21;88.7;0
"BRISSOGNE ""AOSTA""";177;149;01/06/21;84.18;0
"BRISSOGNE ""AOSTA""";177;140;01/07/21;79.1;0
"BRISSOGNE ""AOSTA""";177;141;01/08/21;79.66;0
"BRISSOGNE ""AOSTA""";177;134;01/09/21;75.71;0
"BRISSOGNE ""AOSTA""";177;128;01/10/21;72.32;0
"BRISSOGNE ""AOSTA""";177;142;01/11/21;80.23;0
"BRISSOGNE ""AOSTA""";177;138;01/12/21;77.97;0
"BRISSOGNE ""AOSTA""";177;140;01/01/22;79.1;0
"BRISSOGNE ""AOSTA""";177;142;01/02/22;80.23;0
"BRISSOGNE ""AOSTA""";177;142;01/03/22;80.23;0
"BRISSOGNE ""AOSTA""";177;135;01/04/22;76.27;0
"BRISSOGNE ""AOSTA""";177;140;01/05/22;79.1;0
"BRISSOGNE ""AOSTA""";177;139;01/06/22;78.53;0
"BRISSOGNE ""AOSTA""";177;129;01/07/22;72.88;0
"BRISSOGNE ""AOSTA""";177;110;01/08/22;62.15;0
"BRISSOGNE ""AOSTA""";177;107;01/09/22;60.45;0
"BRISSOGNE ""AOSTA""";177;109;01/10/22;61.58;0
"BRISSOGNE ""AOSTA""";181;101;01/11/22;55.8;0
"BRISSOGNE ""AOSTA""";181;102;01/12/22;56.35;0
"BRISSOGNE ""AOSTA""";181;117;01/01/23;64.64;0
"BRISSOGNE ""AOSTA""";181;122;01/02/23;67.4;0
"BRISSOGNE ""AOSTA""";181;129;01/03/23;71.27;0
"BRISSOGNE ""AOSTA""";181;140;01/04/23;77.35;0
"BRISSOGNE ""AOSTA""";181;130;01/05/23;71.82;0
"BRISSOGNE ""AOSTA""";181;116;01/06/23;64.09;0
"BRISSOGNE ""AOSTA""";181;111;01/07/23;61.33;0
"BRISSOGNE ""AOSTA""";181;114;01/08/23;62.98;0
"BRISSOGNE ""AOSTA""";181;111;01/09/23;61.33;0
"BRISSOGNE ""AOSTA""";181;123;01/10/23;67.96;0
"BRISSOGNE ""AOSTA""";181;136;01/11/23;75.14;0
"BRISSOGNE ""AOSTA""";181;132;01/12/23;72.93;0
"BRISSOGNE ""AOSTA""";181;135;01/01/24;74.59;0
"BRISSOGNE ""AOSTA""";181;145;01/02/24;80.11;0
"BRISSOGNE ""AOSTA""";181;139;01/03/24;76.8;0
"BRISSOGNE ""AOSTA""";181;142;01/04/24;78.45;0
"BRISSOGNE ""AOSTA""";181;149;01/05/24;82.32;0
"BRISSOGNE ""AOSTA""";181;148;01/06/24;81.77;0
"BRISSOGNE ""AOSTA""";181;146;01/07/24;80.66;0
"BRISSOGNE ""AOSTA""";181;145;01/08/24;80.11;0
"BRISSOGNE ""AOSTA""";181;137;01/09/24;75.69;0
"BRISSOGNE ""AOSTA""";181;142;01/10/24;78.45;0
"BRISSOGNE ""AOSTA""";181;139;01/11/24;76.8;0
"BRISSOGNE ""AOSTA""";181;141;01/12/24;77.9;0
"BRISSOGNE ""AOSTA""";181;136;01/01/25;75.14;0
"BRISSOGNE ""AOSTA""";181;129;01/02/25;71.27;0
"BRISSOGNE ""AOSTA""";181;126;01/03/25;69.61;0
BUSTO ARSIZIO;240;450;01/01/19;187.5;0
BUSTO ARSIZIO;240;449;01/02/19;187.08;0
BUSTO ARSIZIO;240;455;01/03/19;189.58;0
BUSTO ARSIZIO;240;437;01/04/19;182.08;0
BUSTO ARSIZIO;240;455;01/05/19;189.58;0
BUSTO ARSIZIO;240;446;01/06/19;185.83;0
BUSTO ARSIZIO;240;432;01/07/19;180.0;0
BUSTO ARSIZIO;240;433;01/08/19;180.42;0
BUSTO ARSIZIO;240;443;01/09/19;184.58;0
BUSTO ARSIZIO;240;446;01/10/19;185.83;0
BUSTO ARSIZIO;240;428;01/11/19;178.33;0
BUSTO ARSIZIO;240;432;01/12/19;180.0;0
BUSTO ARSIZIO;240;425;01/01/20;177.08;0
BUSTO ARSIZIO;240;434;01/02/20;180.83;0
BUSTO ARSIZIO;240;397;01/03/20;165.42;0
BUSTO ARSIZIO;240;356;01/04/20;148.33;0
BUSTO ARSIZIO;240;345;01/05/20;143.75;0
BUSTO ARSIZIO;240;350;01/06/20;145.83;0
BUSTO ARSIZIO;240;341;01/07/20;142.08;0
BUSTO ARSIZIO;240;359;01/08/20;149.58;1
BUSTO ARSIZIO;240;373;01/09/20;155.42;0
BUSTO ARSIZIO;240;363;01/10/20;151.25;0
BUSTO ARSIZIO;240;360;01/11/20;150.0;0
BUSTO ARSIZIO;240;346;01/12/20;144.17;0
BUSTO ARSIZIO;240;363;01/01/21;151.25;0
BUSTO ARSIZIO;240;376;01/02/21;156.67;0
BUSTO ARSIZIO;240;385;01/03/21;160.42;0
BUSTO ARSIZIO;240;400;01/04/21;166.67;0
BUSTO ARSIZIO;240;362;01/05/21;150.83;1
BUSTO ARSIZIO;240;382;01/06/21;159.17;0
BUSTO ARSIZIO;240;393;01/07/21;163.75;0
BUSTO ARSIZIO;240;395;01/08/21;164.58;0
BUSTO ARSIZIO;240;383;01/09/21;159.58;0
BUSTO ARSIZIO;240;387;01/10/21;161.25;0
BUSTO ARSIZIO;240;396;01/11/21;165.0;0
BUSTO ARSIZIO;240;373;01/12/21;155.42;0
BUSTO ARSIZIO;240;387;01/01/22;161.25;0
BUSTO ARSIZIO;240;400;01/02/22;166.67;0
BUSTO ARSIZIO;240;396;01/03/22;165.0;0
BUSTO ARSIZIO;240;385;01/04/22;160.42;0
BUSTO ARSIZIO;240;401;01/05/22;167.08;0
BUSTO ARSIZIO;240;386;01/06/22;160.83;0
BUSTO ARSIZIO;240;390;01/07/22;162.5;0
BUSTO ARSIZIO;240;398;01/08/22;165.83;0
BUSTO ARSIZIO;240;391;01/09/22;162.92;0
BUSTO ARSIZIO;240;405;01/10/22;168.75;0
BUSTO ARSIZIO;240;398;01/11/22;165.83;0
BUSTO ARSIZIO;240;380;01/12/22;158.33;0
BUSTO ARSIZIO;240;374;01/01/23;155.83;0
BUSTO ARSIZIO;240;396;01/02/23;165.0;0
BUSTO ARSIZIO;240;387;01/03/23;161.25;0
BUSTO ARSIZIO;240;399;01/04/23;166.25;1
BUSTO ARSIZIO;240;418;01/05/23;174.17;0
BUSTO ARSIZIO;240;408;01/06/23;170.0;0
BUSTO ARSIZIO;240;401;01/07/23;167.08;0
BUSTO ARSIZIO;240;424;01/08/23;176.67;0
BUSTO ARSIZIO;240;435;01/09/23;181.25;0
BUSTO ARSIZIO;240;428;01/10/23;178.33;0
BUSTO ARSIZIO;240;422;01/11/23;175.83;0
BUSTO ARSIZIO;240;424;01/12/23;176.67;0
BUSTO ARSIZIO;240;426;01/01/24;177.5;0
BUSTO ARSIZIO;240;419;01/02/24;174.58;0
BUSTO ARSIZIO;240;416;01/03/24;173.33;0
BUSTO ARSIZIO;240;419;01/04/24;174.58;0
BUSTO ARSIZIO;240;436;01/05/24;181.67;0
BUSTO ARSIZIO;240;436;01/06/24;181.67;0
BUSTO ARSIZIO;240;420;01/07/24;175.0;0
BUSTO ARSIZIO;240;453;01/08/24;188.75;0
BUSTO ARSIZIO;240;435;01/09/24;181.25;0
BUSTO ARSIZIO;240;432;01/10/24;180.0;0
BUSTO ARSIZIO;240;435;01/11/24;181.25;0
BUSTO ARSIZIO;240;413;01/12/24;172.08;0
BUSTO ARSIZIO;240;415;01/01/25;172.92;0
BUSTO ARSIZIO;240;417;01/02/25;173.75;0
BUSTO ARSIZIO;240;431;01/03/25;179.58;0
"CAGLIARI ""E.SCALAS""";561;584;01/09/19;104.1;0
"CAGLIARI ""E.SCALAS""";561;581;01/10/19;103.57;0
"CAGLIARI ""E.SCALAS""";561;588;01/11/19;104.81;0
"CAGLIARI ""E.SCALAS""";561;565;01/12/19;100.71;2
"CAGLIARI ""E.SCALAS""";561;598;01/01/20;106.6;0
"CAGLIARI ""E.SCALAS""";561;598;01/02/20;106.6;1
"CAGLIARI ""E.SCALAS""";561;571;01/03/20;101.78;0
"CAGLIARI ""E.SCALAS""";561;551;01/04/20;98.22;0
"CAGLIARI ""E.SCALAS""";561;537;01/05/20;95.72;0
"CAGLIARI ""E.SCALAS""";561;532;01/06/20;94.83;0
"CAGLIARI ""E.SCALAS""";561;547;01/07/20;97.5;1
"CAGLIARI ""E.SCALAS""";561;563;01/08/20;100.36;0
"CAGLIARI ""E.SCALAS""";561;572;01/09/20;101.96;1
"CAGLIARI ""E.SCALAS""";561;579;01/10/20;103.21;0
"CAGLIARI ""E.SCALAS""";561;569;01/11/20;101.43;0
"CAGLIARI ""E.SCALAS""";561;557;01/12/20;99.29;0
"CAGLIARI ""E.SCALAS""";561;559;01/01/21;99.64;0
"CAGLIARI ""E.SCALAS""";561;569;01/02/21;101.43;0
"CAGLIARI ""E.SCALAS""";561;577;01/03/21;102.85;0
"CAGLIARI ""E.SCALAS""";561;551;01/04/21;98.22;0
"CAGLIARI ""E.SCALAS""";561;554;01/05/21;98.75;0
"CAGLIARI ""E.SCALAS""";561;559;01/06/21;99.64;1
"CAGLIARI ""E.SCALAS""";561;537;01/07/21;95.72;0
"CAGLIARI ""E.SCALAS""";561;549;01/08/21;97.86;0
"CAGLIARI ""E.SCALAS""";561;557;01/09/21;99.29;1
"CAGLIARI ""E.SCALAS""";561;547;01/10/21;97.5;0
"CAGLIARI ""E.SCALAS""";561;541;01/11/21;96.43;0
"CAGLIARI ""E.SCALAS""";561;522;01/12/21;93.05;0
"CAGLIARI ""E.SCALAS""";561;531;01/01/22;94.65;0
"CAGLIARI ""E.SCALAS""";561;536;01/02/22;95.54;0
"CAGLIARI ""E.SCALAS""";561;533;01/03/22;95.01;0
"CAGLIARI ""E.SCALAS""";561;538;01/04/22;95.9;0
"CAGLIARI ""E.SCALAS""";561;541;01/05/22;96.43;0
"CAGLIARI ""E.SCALAS""";561;535;01/06/22;95.37;0
"CAGLIARI ""E.SCALAS""";561;545;01/07/22;97.15;0
"CAGLIARI ""E.SCALAS""";561;559;01/08/22;99.64;0
"CAGLIARI ""E.SCALAS""";561;545;01/09/22;97.15;0
"CAGLIARI ""E.SCALAS""";561;537;01/10/22;95.72;0
"CAGLIARI ""E.SCALAS""";561;540;01/11/22;96.26;0
"CAGLIARI ""E.SCALAS""";561;537;01/12/22;95.72;0
"CAGLIARI ""E.SCALAS""";561;536;01/01/23;95.54;1
"CAGLIARI ""E.SCALAS""";561;547;01/02/23;97.5;0
"CAGLIARI ""E.SCALAS""";561;551;01/03/23;98.22;0
"CAGLIARI ""E.SCALAS""";561;571;01/04/23;101.78;0
"CAGLIARI ""E.SCALAS""";561;573;01/05/23;102.14;0
"CAGLIARI ""E.SCALAS""";561;575;01/06/23;102.5;0
"CAGLIARI ""E.SCALAS""";561;573;01/07/23;102.14;0
"CAGLIARI ""E.SCALAS""";561;586;01/08/23;104.46;0
"CAGLIARI ""E.SCALAS""";561;589;01/09/23;104.99;1
"CAGLIARI ""E.SCALAS""";561;594;01/10/23;105.88;0
"CAGLIARI ""E.SCALAS""";561;608;01/11/23;108.38;0
"CAGLIARI ""E.SCALAS""";561;601;01/12/23;107.13;0
"CAGLIARI ""E.SCALAS""";561;616;01/01/24;109.8;1
"CAGLIARI ""E.SCALAS""";561;616;01/02/24;109.8;0
"CAGLIARI ""E.SCALAS""";561;633;01/03/24;112.83;0
"CAGLIARI ""E.SCALAS""";561;649;01/04/24;115.69;0
"CAGLIARI ""E.SCALAS""";561;651;01/05/24;116.04;0
"CAGLIARI ""E.SCALAS""";561;671;01/06/24;119.61;0
"CAGLIARI ""E.SCALAS""";561;682;01/07/24;121.57;0
"CAGLIARI ""E.SCALAS""";561;701;01/08/24;124.96;0
"CAGLIARI ""E.SCALAS""";561;729;01/09/24;129.95;0
"CAGLIARI ""E.SCALAS""";561;749;01/10/24;133.51;0
"CAGLIARI ""E.SCALAS""";561;763;01/11/24;136.01;0
"CAGLIARI ""E.SCALAS""";561;768;01/12/24;136.9;0
"CAGLIARI ""E.SCALAS""";561;755;01/01/25;134.58;0
"CAGLIARI ""E.SCALAS""";561;735;01/02/25;131.02;1
"CAGLIARI ""E.SCALAS""";561;704;01/03/25;125.49;0
"CAGLIARI ""E.SCALAS""";561;586;01/01/19;104.46;0
"CAGLIARI ""E.SCALAS""";561;569;01/02/19;101.43;0
"CAGLIARI ""E.SCALAS""";561;583;01/03/19;103.92;0
"CAGLIARI ""E.SCALAS""";561;572;01/04/19;101.96;0
"CAGLIARI ""E.SCALAS""";561;587;01/05/19;104.63;1
"CAGLIARI ""E.SCALAS""";561;586;01/06/19;104.46;0
"CAGLIARI ""E.SCALAS""";561;576;01/07/19;102.67;0
"CAGLIARI ""E.SCALAS""";561;578;01/08/19;103.03;2
CALTAGIRONE;539;526;01/01/19;97.59;0
CALTAGIRONE;539;537;01/02/19;99.63;0
CALTAGIRONE;539;537;01/03/19;99.63;0
CALTAGIRONE;539;521;01/04/19;96.66;0
CALTAGIRONE;539;511;01/05/19;94.81;0
CALTAGIRONE;539;498;01/06/19;92.39;0
CALTAGIRONE;539;503;01/07/19;93.32;0
CALTAGIRONE;539;504;01/08/19;93.51;0
CALTAGIRONE;539;485;01/09/19;89.98;0
CALTAGIRONE;539;497;01/10/19;92.21;0
CALTAGIRONE;539;502;01/11/19;93.14;0
CALTAGIRONE;542;502;01/12/19;92.62;0
CALTAGIRONE;542;482;01/01/20;88.93;0
CALTAGIRONE;542;483;01/02/20;89.11;0
CALTAGIRONE;542;442;01/03/20;81.55;0
CALTAGIRONE;542;405;01/04/20;74.72;0
CALTAGIRONE;542;413;01/05/20;76.2;0
CALTAGIRONE;542;414;01/06/20;76.38;0
CALTAGIRONE;542;423;01/07/20;78.04;0
CALTAGIRONE;542;434;01/08/20;80.07;0
CALTAGIRONE;542;417;01/09/20;76.94;0
CALTAGIRONE;542;409;01/10/20;75.46;0
CALTAGIRONE;542;405;01/11/20;74.72;0
CALTAGIRONE;542;383;01/12/20;70.66;0
CALTAGIRONE;542;380;01/01/21;70.11;0
CALTAGIRONE;542;375;01/02/21;69.19;0
CALTAGIRONE;542;385;01/03/21;71.03;0
CALTAGIRONE;542;379;01/04/21;69.93;0
CALTAGIRONE;542;377;01/05/21;69.56;0
CALTAGIRONE;542;392;01/06/21;72.32;0
CALTAGIRONE;542;398;01/07/21;73.43;0
CALTAGIRONE;542;394;01/08/21;72.69;1
CALTAGIRONE;542;390;01/09/21;71.96;0
CALTAGIRONE;542;369;01/10/21;68.08;0
CALTAGIRONE;542;391;01/11/21;72.14;0
CALTAGIRONE;542;376;01/12/21;69.37;0
CALTAGIRONE;542;372;01/01/22;68.63;0
CALTAGIRONE;542;369;01/02/22;68.08;0
CALTAGIRONE;542;382;01/03/22;70.48;0
CALTAGIRONE;541;379;01/04/22;70.06;0
CALTAGIRONE;541;376;01/05/22;69.5;0
CALTAGIRONE;541;362;01/06/22;66.91;0
CALTAGIRONE;541;364;01/07/22;67.28;0
CALTAGIRONE;541;372;01/08/22;68.76;0
CALTAGIRONE;541;379;01/09/22;70.06;0
CALTAGIRONE;541;390;01/10/22;72.09;0
CALTAGIRONE;541;391;01/11/22;72.27;0
CALTAGIRONE;541;389;01/12/22;71.9;0
CALTAGIRONE;541;394;01/01/23;72.83;0
CALTAGIRONE;541;380;01/02/23;70.24;0
CALTAGIRONE;541;384;01/03/23;70.98;0
CALTAGIRONE;541;399;01/04/23;73.75;0
CALTAGIRONE;541;408;01/05/23;75.42;0
CALTAGIRONE;541;394;01/06/23;72.83;0
CALTAGIRONE;541;384;01/07/23;70.98;1
CALTAGIRONE;541;374;01/08/23;69.13;0
CALTAGIRONE;541;379;01/09/23;70.06;0
CALTAGIRONE;541;393;01/10/23;72.64;0
CALTAGIRONE;541;396;01/11/23;73.2;0
CALTAGIRONE;541;398;01/12/23;73.57;0
CALTAGIRONE;541;399;01/01/24;73.75;0
CALTAGIRONE;541;413;01/02/24;76.34;0
CALTAGIRONE;541;408;01/03/24;75.42;0
CALTAGIRONE;541;419;01/04/24;77.45;0
CALTAGIRONE;541;429;01/05/24;79.3;0
CALTAGIRONE;541;414;01/06/24;76.52;0
CALTAGIRONE;541;404;01/07/24;74.68;0
CALTAGIRONE;541;417;01/08/24;77.08;0
CALTAGIRONE;541;426;01/09/24;78.74;0
CALTAGIRONE;541;425;01/10/24;78.56;0
CALTAGIRONE;541;427;01/11/24;78.93;0
CALTAGIRONE;541;430;01/12/24;79.48;0
CALTAGIRONE;541;439;01/01/25;81.15;0
CALTAGIRONE;541;418;01/02/25;77.26;0
CALTAGIRONE;541;434;01/03/25;80.22;0
CALTANISSETTA;181;241;01/01/19;133.15;0
CALTANISSETTA;181;236;01/02/19;130.39;0
CALTANISSETTA;181;224;01/03/19;123.76;0
CALTANISSETTA;178;226;01/04/19;126.97;0
CALTANISSETTA;178;219;01/05/19;123.03;0
CALTANISSETTA;178;237;01/06/19;133.15;0
CALTANISSETTA;178;230;01/07/19;129.21;0
CALTANISSETTA;178;218;01/08/19;122.47;0
CALTANISSETTA;178;233;01/09/19;130.9;0
CALTANISSETTA;180;228;01/10/19;126.67;0
CALTANISSETTA;180;211;01/11/19;117.22;1
CALTANISSETTA;180;224;01/12/19;124.44;0
CALTANISSETTA;180;223;01/01/20;123.89;0
CALTANISSETTA;180;227;01/02/20;126.11;0
CALTANISSETTA;180;214;01/03/20;118.89;0
CALTANISSETTA;180;203;01/04/20;112.78;0
CALTANISSETTA;180;204;01/05/20;113.33;0
CALTANISSETTA;180;207;01/06/20;115.0;0
CALTANISSETTA;180;216;01/07/20;120.0;1
CALTANISSETTA;180;213;01/08/20;118.33;0
CALTANISSETTA;180;232;01/09/20;128.89;0
CALTANISSETTA;180;213;01/10/20;118.33;0
CALTANISSETTA;180;219;01/11/20;121.67;0
CALTANISSETTA;180;219;01/12/20;121.67;0
CALTANISSETTA;180;220;01/01/21;122.22;0
CALTANISSETTA;180;223;01/02/21;123.89;0
CALTANISSETTA;180;223;01/03/21;123.89;0
CALTANISSETTA;180;232;01/04/21;128.89;0
CALTANISSETTA;180;240;01/05/21;133.33;0
CALTANISSETTA;180;231;01/06/21;128.33;0
CALTANISSETTA;180;225;01/07/21;125.0;0
CALTANISSETTA;180;207;01/08/21;115.0;0
CALTANISSETTA;180;220;01/09/21;122.22;0
CALTANISSETTA;180;225;01/10/21;125.0;0
CALTANISSETTA;180;219;01/11/21;121.67;0
